framework,language,platform,webserver,database,classification,total_requests,scale_factor,throughput,latency_avg_ms,latency_std_ms,latency_max_ms,connections,threads,latency_p50,latency_p75,latency_p90,latency_p99,requests_sec,transfer_sec,total_tcp_sockets,read_errors,write_errors,timeout_requests,benchmarktime,buildtime,dbstarttime,readytime,verifytime,totaltime,total_errors,error_rate,efficiency,system_load
elysia-postgres,typescript,bun,none,postgres,micro,902678,64,56417.38,1.02,0.7764,11.45,64,56,0.8,1.14,1.87,4.28,59776.7,77.59,71,0,0,0,382,3,3,1,424,439,0,0,9048.497193263833,Medium Low
elysia-postgres,typescript,bun,none,postgres,micro,2354555,128,156970.33,0.86,0.86,13.8,128,56,0.563,0.89,1.67,4.67,155936.46,202.4,71,0,0,0,382,3,3,1,424,439,0,0,21414.7789904502,Medium
elysia-postgres,typescript,bun,none,postgres,micro,2821140,256,188076,1.47,1.5,29.22,256,56,0.93,1.63,3.3,7.52,186835.18,242.5,71,0,0,0,382,3,3,1,424,439,0,0,12256.500488758553,High
elysia-postgres,typescript,bun,none,postgres,micro,2520361,512,168024.07,3.53,3.14,52.2,512,56,2.44,4.49,7.62,14.4,166916.21,216.65,71,0,0,0,382,3,3,1,424,439,0,0,6029.9325318499905,Very High
php-pools,php,fpm/fastcgi,nginx,mysql,platform,73645,16,4909.67,3.25,0.34020999999999996,4.46,16,16,3.26,3.49,3.68,3.99,4904.74,6.62,15,0,0,0,731,102,13,0,785,908,0,0,1273.5849546044099,Very Low
php-pools,php,fpm/fastcgi,nginx,mysql,platform,159515,32,10634.33,3,0.43716000000000005,6.44,32,32,3.02,3.3,3.55,3.97,10563.67,14.27,15,0,0,0,731,102,13,0,785,908,0,0,2253.0360169491523,Low
php-pools,php,fpm/fastcgi,nginx,mysql,platform,523478,64,34898.53,1.6,0.50491,5.34,64,56,1.58,1.95,2.27,2.87,34665.66,46.81,15,0,0,0,731,102,13,0,785,908,0,0,10057.21325648415,Medium Low
php-pools,php,fpm/fastcgi,nginx,mysql,platform,2195092,128,137193.25,0.7573200000000001,0.16935,7.86,128,56,0.749,0.86,0.97,1.21,145367.5,196.3,15,0,0,0,731,102,13,0,785,908,0,0,31841.280119573134,Medium
php-pools,php,fpm/fastcgi,nginx,mysql,platform,2088745,256,139249.67,1.61,0.45411,26.61,256,56,1.55,1.86,2.17,2.85,138330.22,186.8,15,0,0,0,731,102,13,0,785,908,0,0,9868.86392629341,High
php-pools,php,fpm/fastcgi,nginx,mysql,platform,1335883,512,89058.87,5.69,2.15,30.81,512,56,5.53,7.04,8.51,11.41,88536.62,119.56,15,0,0,0,731,102,13,0,785,908,0,0,4879.93808219178,Very High
imi-workerman-pgsql-raw,php,workerman,none,postgres,micro,75476,16,5031.73,3.17,0.6765399999999999,6.5,16,16,3.07,3.33,3.64,5.79,5026.76,6.65,239,0,0,0,498,107,3,1,544,662,0,0,1040.688728024819,Very Low
imi-workerman-pgsql-raw,php,workerman,none,postgres,micro,168233,32,11215.53,2.85,0.48552,6.18,32,32,2.82,3.08,3.34,4.66,11200.59,14.83,239,0,0,0,498,107,3,1,544,662,0,0,2484.0598006644523,Low
imi-workerman-pgsql-raw,php,workerman,none,postgres,micro,298696,64,19913.07,2.81,0.7575700000000001,7.53,64,56,2.64,3.06,4.04,5.02,19779.85,26.18,239,0,0,0,498,107,3,1,544,662,0,0,3851.6576402321084,Medium Low
imi-workerman-pgsql-raw,php,workerman,none,postgres,micro,2391813,128,159454.2,0.70082,0.26469,8.2,128,56,0.648,0.822,1,1.67,158395.98,209.67,239,0,0,0,498,107,3,1,544,662,0,0,35829.103385980176,Medium
imi-workerman-pgsql-raw,php,workerman,none,postgres,micro,3251049,256,216736.6,1.04,0.45106,7.56,256,56,0.93,1.21,1.56,2.75,215294.03,284.98,239,0,0,0,498,107,3,1,544,662,0,0,50403.86046511628,High
imi-workerman-pgsql-raw,php,workerman,none,postgres,micro,3521606,512,220100.38,2.29,1.49,17.83,512,56,1.83,2.88,4.25,7.64,233229.15,308.73,239,0,0,0,498,107,3,1,544,662,0,0,21878.765407554674,Very High
pippo-tomcat-postgres,java,tomcat,none,postgres,micro,105514,16,6594.62,2.3,0.98,12.13,16,16,1.98,2.71,3.59,5.74,6987.6,9.5,7487,0,0,0,499,24,3,1,548,583,0,0,914.0152460152459,Very Low
pippo-tomcat-postgres,java,tomcat,none,postgres,micro,99036,32,6602.4,5.08,3.22,34.89,32,32,4.39,6.69,9.36,15.64,6593.38,8.96,7487,0,0,0,499,24,3,1,548,583,0,0,330.36777583187387,Low
pippo-tomcat-postgres,java,tomcat,none,postgres,micro,102578,64,6838.53,8.54,5.81,66.87,64,56,7.26,11.55,16.24,27.27,6794.27,9.24,7487,0,0,0,499,24,3,1,548,583,0,0,181.36931441453387,Medium Low
pippo-tomcat-postgres,java,tomcat,none,postgres,micro,126976,128,8465.07,13.8,9.35,110.6,128,56,11.72,18.58,26.09,44.26,8412.65,11.44,7487,0,0,0,499,24,3,1,548,583,0,0,136.0943729903537,Medium
pippo-tomcat-postgres,java,tomcat,none,postgres,micro,420241,256,28016.07,8.34,5.29,74.07,256,56,7.07,10.79,15.17,26.36,27859.87,37.88,7487,0,0,0,499,24,3,1,548,583,0,0,679.91918456498,High
pippo-tomcat-postgres,java,tomcat,none,postgres,micro,495360,512,33024,15.35,4,56.65,512,56,14.46,17.31,20.68,28.45,32826.61,44.63,7487,0,0,0,499,24,3,1,548,583,0,0,917.3333333333334,Very High
express-mongodb,javascript,nodejs,none,mongodb,micro,110304,16,7353.6,2.17,0.34719,9.27,16,16,2.12,2.29,2.49,3.49,7344.63,10.3,5674,0,0,0,499,16,1,1,547,571,0,0,1285.5944055944058,Very Low
express-mongodb,javascript,nodejs,none,mongodb,micro,211702,32,14113.47,2.26,0.36471,8.78,32,32,2.23,2.45,2.66,3.51,14097.45,19.76,5674,0,0,0,499,16,1,1,547,571,0,0,2556.788043478261,Low
express-mongodb,javascript,nodejs,none,mongodb,micro,388849,64,25923.27,2.16,0.36731,13.44,64,56,2.11,2.33,2.59,3.3,25749.37,36.1,5674,0,0,0,499,16,1,1,547,571,0,0,3323.496153846154,Medium Low
express-mongodb,javascript,nodejs,none,mongodb,micro,585713,128,39047.53,2.89,0.89,21.33,128,56,2.62,3.17,3.84,6.24,38787.54,54.38,5674,0,0,0,499,16,1,1,547,571,0,0,3224.403798513625,Medium
express-mongodb,javascript,nodejs,none,mongodb,micro,646878,256,43125.2,5.53,3.45,74.03,256,56,4.68,5.63,7.51,21.67,42879.32,60.11,5674,0,0,0,499,16,1,1,547,571,0,0,1084.092508798391,High
express-mongodb,javascript,nodejs,none,mongodb,micro,653283,512,43552.2,12.08,6.22,102,512,56,10.49,13.33,18.47,39.15,43293.53,60.69,5674,0,0,0,499,16,1,1,547,571,0,0,763.5378681626928,Very High
play2-java-jpa-hikaricp,java,akka,none,mysql,fullstack,89202,16,5946.8,3.26,4.17,46.22,16,16,2.61,2.82,3.04,30.38,5941.44,12.19,13,0,0,0,499,38,12,6,556,619,0,0,240.37186742118027,Very Low
play2-java-jpa-hikaricp,java,akka,none,mysql,fullstack,221257,32,14750.47,3.26,5.31,47.02,32,32,2,2.27,2.73,32.27,14653.22,30.07,13,0,0,0,499,38,12,6,556,619,0,0,586.7330946698488,Low
play2-java-jpa-hikaricp,java,akka,none,mysql,fullstack,507986,64,33865.73,3.73,7.11,56.54,64,56,1.4,1.7,10.13,34.18,33638.75,69.04,13,0,0,0,499,38,12,6,556,619,0,0,1123.8005641280904,Medium Low
play2-java-jpa-hikaricp,java,akka,none,mysql,fullstack,899659,128,56228.69,4.14,7.08,43.5,128,56,1.45,1.94,14.07,32.13,59577.16,122.27,13,0,0,0,499,38,12,6,556,619,0,0,2360.5663308144417,Medium
play2-java-jpa-hikaricp,java,akka,none,mysql,fullstack,979261,256,65284.07,6.46,9.59,230.43,256,56,2.36,4.18,22.33,38.82,64909.53,133.21,13,0,0,0,499,38,12,6,556,619,0,0,551.176242137701,High
play2-java-jpa-hikaricp,java,akka,none,mysql,fullstack,1002724,512,66848.27,11.55,18.72,453.04,512,56,5.01,11.9,32.03,46.34,66459.25,136.39,13,0,0,0,499,38,12,6,556,619,0,0,287.7731763490389,Very High
crystal,crystal,none,none,postgres,platform,209999,16,13999.93,1.14,0.21421,3.19,16,16,1.12,1.26,1.4,1.76,13906.88,22.02,1751,0,0,0,732,55,3,2,786,852,0,0,6466.480369515011,Very Low
crystal,crystal,none,none,postgres,platform,504858,32,33657.2,0.95,0.21361000000000002,3,32,32,0.93,1.08,1.22,1.49,33434.52,52.93,1751,0,0,0,732,55,3,2,786,852,0,0,17041.620253164558,Low
crystal,crystal,none,none,postgres,platform,1231940,64,82129.33,0.6788099999999999,0.22769999999999999,3.13,64,56,0.648,0.837,0.98,1.27,81583.45,129.15,1751,0,0,0,732,55,3,2,786,852,0,0,43125.97898031144,Medium Low
crystal,crystal,none,none,postgres,platform,3303810,128,220254,0.50688,0.19999,3.45,128,56,0.45,0.612,0.785,1.14,218799.02,346.38,1751,0,0,0,732,55,3,2,786,852,0,0,111327.1062048887,Medium
crystal,crystal,none,none,postgres,platform,5462647,256,364176.47,0.6167999999999999,0.26821,3.11,256,56,0.552,0.789,0.97,1.4,361776.49,572.73,1751,0,0,0,732,55,3,2,786,852,0,0,195436.55146506385,High
crystal,crystal,none,none,postgres,platform,6474331,512,404645.69,1.17,0.44642000000000004,6.65,512,56,1.11,1.44,1.77,2.49,428778.55,678.8,1751,0,0,0,732,55,3,2,786,852,0,0,103489.9462915601,Very High
workerman-pgsql-without-jit,php,workerman,none,postgres,platform,177121,16,11808.07,1.35,0.19222999999999998,2.1,16,16,1.36,1.48,1.58,1.76,11801.7,15.61,237,0,0,0,499,139,3,0,544,692,0,0,6845.257971014492,Very Low
workerman-pgsql-without-jit,php,workerman,none,postgres,platform,353849,32,23589.93,1.35,0.22974,2.59,32,32,1.36,1.5,1.63,1.9,23434.33,31,237,0,0,0,499,139,3,0,544,692,0,0,11974.583756345179,Low
workerman-pgsql-without-jit,php,workerman,none,postgres,platform,701265,64,46751,1.19,0.27497000000000005,2.93,64,56,1.19,1.37,1.54,1.9,46437.38,61.42,237,0,0,0,499,139,3,0,544,692,0,0,22694.660194174758,Medium Low
workerman-pgsql-without-jit,php,workerman,none,postgres,platform,2768979,128,184598.6,0.62907,0.44133999999999995,4.73,128,56,0.484,0.89,1.23,1.97,183371.73,242.55,237,0,0,0,499,139,3,0,544,692,0,0,68892.02790782729,Medium
workerman-pgsql-without-jit,php,workerman,none,postgres,platform,9904091,256,660272.73,0.3425,0.14881999999999998,4.01,256,56,0.307,0.394,0.528,0.88,655912.14,867.61,237,0,0,0,499,139,3,0,544,692,0,0,303399.3015508329,High
workerman-pgsql-without-jit,php,workerman,none,postgres,platform,11281908,512,752127.2,0.71942,0.49016000000000004,6.8,512,56,0.585,0.9,1.33,2.52,747181.85,993.28,237,0,0,0,499,139,3,0,544,692,0,0,200049.25911838945,Very High
hexagon,kotlin,servlet,none,postgres,micro,264331,16,17622.07,0.91,0.23151,10.53,16,16,0.9,0.99,1.09,1.33,17505.09,27.45,315,0,0,0,848,93,3,1,923,1028,0,0,3080.781468531469,Very Low
hexagon,kotlin,servlet,none,postgres,micro,584326,32,38955.07,0.83033,0.29195,9.49,32,32,0.814,0.92,1.02,1.27,38696.49,60.67,315,0,0,0,848,93,3,1,923,1028,0,0,7549.190772000507,Low
hexagon,kotlin,servlet,none,postgres,micro,1509456,64,100630.4,0.56422,0.26908,6.12,64,56,0.517,0.691,0.836,1.28,99964.86,156.73,315,0,0,0,848,93,3,1,923,1028,0,0,30109.840789202026,Medium Low
hexagon,kotlin,servlet,none,postgres,micro,4613962,128,307597.47,0.37835,0.26273,10.2,128,56,0.317,0.453,0.601,1.19,305570.37,479.09,315,0,0,0,848,93,3,1,923,1028,0,0,58156.03945794948,Medium
hexagon,kotlin,servlet,none,postgres,micro,6941462,256,462764.13,0.51224,0.45517,19.73,256,56,0.444,0.568,0.726,1.78,459706.05,720.75,315,0,0,0,848,93,3,1,923,1028,0,0,45722.62061906192,High
hexagon,kotlin,servlet,none,postgres,micro,7346365,512,489757.67,1.15,2.46,211.27,512,56,0.96,1.27,1.64,3.63,486522.68,762.8,315,0,0,0,848,93,3,1,923,1028,0,0,4611.219941625081,Very High
nette,php,fpm/fastcgi,nginx,mysql,fullstack,60730,16,4048.67,3.95,0.70198,10.5,16,16,3.88,4.31,4.75,6.5,4043.48,9.15,15,0,0,0,731,126,11,0,786,931,0,0,560.3695501730105,Very Low
nette,php,fpm/fastcgi,nginx,mysql,fullstack,135298,32,9019.87,3.54,0.43497,11.4,32,32,3.52,3.8,4.02,4.71,9008,20.39,15,0,0,0,731,126,11,0,786,931,0,0,1207.479250334672,Low
nette,php,fpm/fastcgi,nginx,mysql,fullstack,237973,64,15864.87,3.53,0.75964,11.89,64,56,3.27,3.61,4.86,6.01,15758.45,35.68,15,0,0,0,731,126,11,0,786,931,0,0,2057.700389105058,Medium Low
nette,php,fpm/fastcgi,nginx,mysql,fullstack,268376,128,17891.73,6.28,2.24,23.97,128,56,5.66,6.94,9.39,14.23,17772.18,40.24,15,0,0,0,731,126,11,0,786,931,0,0,1182.9242975206612,Medium
nette,php,fpm/fastcgi,nginx,mysql,fullstack,265761,256,17717.4,12.78,4.82,57.07,256,56,11.73,14.43,18.87,29.95,17601.15,39.85,15,0,0,0,731,126,11,0,786,931,0,0,507.2984967788118,High
nette,php,fpm/fastcgi,nginx,mysql,fullstack,256329,512,16020.56,29.71,9.23,140.53,512,56,27.98,32.94,42.23,59.98,16980.86,38.45,15,0,0,0,731,126,11,0,786,931,0,0,188.21146616541353,Very High
koa-mysql,javascript,nodejs,none,mysql,micro,134653,16,8976.87,1.78,0.24931999999999999,4.31,16,16,1.76,1.89,2.03,2.65,8917.71,11.96,15,0,0,0,499,13,11,1,547,579,0,0,2948.068965517242,Very Low
koa-mysql,javascript,nodejs,none,mysql,micro,212560,32,14170.67,2.25,0.47775,10.66,32,32,2.14,2.63,2.92,3.27,14076.58,18.87,15,0,0,0,499,13,11,1,547,579,0,0,2195.3013168086754,Low
koa-mysql,javascript,nodejs,none,mysql,micro,439327,64,27457.94,1.91,0.29249000000000003,10.86,64,56,1.91,2.09,2.26,2.62,29092.51,39.01,15,0,0,0,499,13,11,1,547,579,0,0,4300.382145653876,Medium Low
koa-mysql,javascript,nodejs,none,mysql,micro,1122356,128,74823.73,1.49,0.3262,11.96,128,56,1.45,1.66,1.88,2.46,74324.1,99.66,15,0,0,0,499,13,11,1,547,579,0,0,11126.205204460965,Medium
koa-mysql,javascript,nodejs,none,mysql,micro,1386922,256,92461.47,2.44,0.7223200000000001,37.81,256,56,2.36,2.7,3.12,4.34,91848.19,123.16,15,0,0,0,499,13,11,1,547,579,0,0,4594.358757763975,High
koa-mysql,javascript,nodejs,none,mysql,micro,1402458,512,93497.2,5.45,1.66,61.2,512,56,5.39,6.28,6.92,8.56,92882.31,124.54,15,0,0,0,499,13,11,1,547,579,0,0,2805.6174043510873,Very High
emmett,python,none,none,postgres,fullstack,24535,16,1635.67,11.25,9.37,37.78,16,16,5.17,17.48,26.93,27.83,1633.5,3.51,911,0,0,0,731,11,2,0,789,808,0,0,66.72119110748521,Very Low
emmett,python,none,none,postgres,fullstack,66271,32,4418.07,8.04,6.23,46.06,32,32,4.21,12.77,16.61,24.74,4412.28,9.48,911,0,0,0,731,11,2,0,789,808,0,0,163.32975970425136,Low
emmett,python,none,none,postgres,fullstack,111646,64,7443.07,10.3,11.25,68.25,64,56,5.32,10.94,29.03,47.06,7393.47,15.88,911,0,0,0,731,11,2,0,789,808,0,0,189.5116486314449,Medium Low
emmett,python,none,none,postgres,fullstack,425441,128,28362.73,3.97,1.75,34.16,128,56,3.67,5.01,6.34,8.86,28173.24,60.51,911,0,0,0,731,11,2,0,789,808,0,0,1487.6858116968267,Medium
emmett,python,none,none,postgres,fullstack,524572,256,34971.47,6.45,3.06,32.56,256,56,5.99,8.33,10.85,14.19,34769.94,74.67,911,0,0,0,731,11,2,0,789,808,0,0,1792.948987439118,High
emmett,python,none,none,postgres,fullstack,575090,512,38339.33,13.24,4.88,46.03,512,56,12.06,16.27,20.02,26.58,38120.97,81.87,911,0,0,0,731,11,2,0,789,808,0,0,1293.7179011304202,Very High
rack-unicorn,ruby,mri,unicorn,postgres,micro,203474,16,13564.93,0.92,0.26644999999999996,4.26,16,16,0.9,1.03,1.17,1.89,13475.31,18.27,8532,0,0,0,732,34,3,1,784,828,0,0,5237.424710424711,Very Low
rack-unicorn,ruby,mri,unicorn,postgres,micro,532989,32,35532.6,0.745,0.22593000000000002,4.44,32,32,0.724,0.836,0.95,1.65,35296.49,47.87,8532,0,0,0,732,34,3,1,784,828,0,0,13705.920925747347,Low
rack-unicorn,ruby,mri,unicorn,postgres,micro,1132250,64,75483.33,0.64388,0.22044,4.8,64,56,0.631,0.738,0.86,1.48,74987.57,101.69,8532,0,0,0,732,34,3,1,784,828,0,0,27731.445219218647,Medium Low
rack-unicorn,ruby,mri,unicorn,postgres,micro,1520019,128,95001.19,0.8221799999999999,0.52837,7.77,128,56,0.699,0.86,1.08,3.55,100996.52,136.96,8532,0,0,0,732,34,3,1,784,828,0,0,22113.407773114624,Medium
rack-unicorn,ruby,mri,unicorn,postgres,micro,1537306,256,102487.07,1.77,1.05,17.29,256,56,1.53,1.71,2.07,6.95,101836.06,138.1,8532,0,0,0,732,34,3,1,784,828,0,0,10754.152151101785,High
rack-unicorn,ruby,mri,unicorn,postgres,micro,1625651,512,108376.73,3.87,1.67,25.25,512,56,3.59,3.79,4.42,11.79,107645.71,145.98,8532,0,0,0,732,34,3,1,784,828,0,0,7443.456730769231,Very High
play2-java-jooq-hikaricp-netty,java,netty,none,mysql,fullstack,68556,16,4570.4,4.11,4.73,52.97,16,16,3.41,3.67,3.92,35.08,4565.7,9.37,13,0,0,0,498,38,12,5,549,612,0,0,160.14015416958654,Very Low
play2-java-jooq-hikaricp-netty,java,netty,none,mysql,fullstack,161557,32,10770.47,4.41,7.03,59.93,32,32,2.76,3.1,3.61,42.96,10761.31,22.09,13,0,0,0,498,38,12,5,549,612,0,0,334.79857009636305,Low
play2-java-jooq-hikaricp-netty,java,netty,none,mysql,fullstack,511075,64,34071.67,3.65,7.05,44.08,64,56,1.42,1.84,8.9,34.52,33844.09,69.46,13,0,0,0,498,38,12,5,549,612,0,0,1427.6836371254976,Medium Low
play2-java-jooq-hikaricp-netty,java,netty,none,mysql,fullstack,1110273,128,74018.2,5.2,9.18,61.29,128,56,1.03,1.64,21.48,36.06,73526.81,150.9,13,0,0,0,498,38,12,5,549,612,0,0,2226.4460821176117,Medium
play2-java-jooq-hikaricp-netty,java,netty,none,mysql,fullstack,1197114,256,79807.6,6.79,10.17,50.01,256,56,1.8,4.26,25.35,38.79,79354.15,162.86,13,0,0,0,498,38,12,5,549,612,0,0,2810.1267605633807,High
play2-java-jooq-hikaricp-netty,java,netty,none,mysql,fullstack,1179403,512,78626.87,10.22,11.36,51.14,512,56,3.95,12.83,31.5,42.29,78174.24,160.44,13,0,0,0,498,38,12,5,549,612,0,0,2562.805410691004,Very High
goravel-fiber,go,none,none,postgres,fullstack,189645,16,12643,1.26,0.25605,3.69,16,16,1.26,1.44,1.59,1.82,12559.2,16.76,847,0,0,0,848,105,3,0,919,1033,0,0,5108.282828282829,Very Low
goravel-fiber,go,none,none,postgres,fullstack,455688,32,30379.2,1.05,0.25780000000000003,3.18,32,32,1.02,1.21,1.4,1.72,30177.44,40.26,847,0,0,0,848,105,3,0,919,1033,0,0,14363.68794326241,Low
goravel-fiber,go,none,none,postgres,fullstack,1091605,64,72773.67,0.76655,0.22768,3.02,64,56,0.757,0.9,1.05,1.39,72293.43,96.45,847,0,0,0,848,105,3,0,919,1033,0,0,38437.98180401685,Medium Low
goravel-fiber,go,none,none,postgres,fullstack,3464516,128,230967.73,0.48306,0.21383000000000002,4.81,128,56,0.431,0.576,0.789,1.16,229441.94,306.12,847,0,0,0,848,105,3,0,919,1033,0,0,87271.91076617307,Medium
goravel-fiber,go,none,none,postgres,fullstack,7024957,256,468330.47,0.50349,0.33505,14.33,256,56,0.418,0.586,0.837,1.9,465246.13,620.73,847,0,0,0,848,105,3,0,919,1033,0,0,63145.01442344316,High
goravel-fiber,go,none,none,postgres,fullstack,8250363,512,550024.2,0.97,0.6109600000000001,27.72,512,56,0.831,1.15,1.7,3.27,546410.6,729.02,847,0,0,0,848,105,3,0,919,1033,0,0,38342.57232485186,Very High
fat-free,php,fpm/fastcgi,nginx,mysql,fullstack,99295,16,6619.67,2.41,0.41555000000000003,5.82,16,16,2.36,2.63,2.93,3.73,6611.08,16.36,15,0,0,0,732,101,12,0,786,906,0,0,1608.6682867557715,Very Low
fat-free,php,fpm/fastcgi,nginx,mysql,fullstack,212027,32,13251.69,2.26,0.3285,9.65,32,32,2.23,2.44,2.65,3.13,14041.65,34.75,15,0,0,0,732,101,12,0,786,906,0,0,2225.304785894207,Low
fat-free,php,fpm/fastcgi,nginx,mysql,fullstack,399584,64,26638.93,2.1,0.2698,5.55,64,56,2.1,2.28,2.44,2.73,26462.02,65.49,15,0,0,0,732,101,12,0,786,906,0,0,6964.426143790849,Medium Low
fat-free,php,fpm/fastcgi,nginx,mysql,fullstack,591659,128,39443.93,2.84,0.51247,7.34,128,56,2.79,3.15,3.51,4.24,39179.57,96.96,15,0,0,0,732,101,12,0,786,906,0,0,7749.29862475442,Medium
fat-free,php,fpm/fastcgi,nginx,mysql,fullstack,595925,256,39728.33,5.66,1.55,16.43,256,56,5.51,6.61,7.72,9.92,39493.56,97.74,15,0,0,0,732,101,12,0,786,906,0,0,3596.9515617926663,High
fat-free,php,fpm/fastcgi,nginx,mysql,fullstack,430583,512,28705.53,26.88,33.42,424.98,512,56,14.94,35.02,69.42,156.06,28517.43,70.58,15,0,0,0,732,101,12,0,786,906,0,0,127.05497277917938,Very High
sinatra-postgres-unicorn-mri,ruby,rack,unicorn,postgres,micro,177221,16,11814.73,1.09,0.28837999999999997,5.64,16,16,1.05,1.21,1.38,2.16,11807.11,16.95,13675,0,0,0,499,38,3,2,545,594,0,0,3511.0638930163445,Very Low
sinatra-postgres-unicorn-mri,ruby,rack,unicorn,postgres,micro,403596,32,26906.4,1.03,0.27431,7.47,32,32,0.99,1.12,1.28,2.26,26726.71,38.36,13675,0,0,0,499,38,3,2,545,594,0,0,6330.917647058824,Low
sinatra-postgres-unicorn-mri,ruby,rack,unicorn,postgres,micro,720256,64,48017.07,1.04,0.28818,6.6,64,56,1,1.13,1.29,2.42,47697.57,68.46,13675,0,0,0,499,38,3,2,545,594,0,0,12569.913612565446,Medium Low
sinatra-postgres-unicorn-mri,ruby,rack,unicorn,postgres,micro,972558,128,60784.88,1.62,0.33964999999999995,6.2,128,56,1.58,1.73,1.9,3.4,64408.27,92.44,13675,0,0,0,499,38,3,2,545,594,0,0,15546.005115089512,Medium
sinatra-postgres-unicorn-mri,ruby,rack,unicorn,postgres,micro,972835,256,64855.67,3.36,0.38569,27.48,256,56,3.31,3.47,3.65,5.15,64499,92.57,13675,0,0,0,499,38,3,2,545,594,0,0,4205.944876783398,High
sinatra-postgres-unicorn-mri,ruby,rack,unicorn,postgres,micro,973661,512,64910.73,7.69,0.44023,21.49,512,56,7.66,7.82,8.01,9.48,64529.21,92.62,13675,0,0,0,499,38,3,2,545,594,0,0,4448.987662782728,Very High
nestjs-fastify-mongo,typescript,nodejs,none,mongodb,micro,122249,16,8149.93,1.96,0.22790000000000002,7.21,16,16,1.95,2.09,2.23,2.54,8143.58,11.26,351,0,0,0,615,70,1,2,681,761,0,0,1777.5201744820067,Very Low
nestjs-fastify-mongo,typescript,nodejs,none,mongodb,micro,236654,32,15776.93,2.02,0.32545999999999997,12.11,32,32,2,2.2,2.41,2.89,15673.19,21.67,351,0,0,0,615,70,1,2,681,761,0,0,2233.1111111111113,Low
nestjs-fastify-mongo,typescript,nodejs,none,mongodb,micro,454949,64,30329.93,1.85,0.36744,9.18,64,56,1.83,2.07,2.31,2.82,30126.74,41.66,351,0,0,0,615,70,1,2,681,761,0,0,5499.533998186763,Medium Low
nestjs-fastify-mongo,typescript,nodejs,none,mongodb,micro,837497,128,55833.13,2.02,0.80755,13.73,128,56,1.82,2.29,2.97,5.09,55460.99,76.69,351,0,0,0,615,70,1,2,681,761,0,0,7089.921269841269,Medium
nestjs-fastify-mongo,typescript,nodejs,none,mongodb,micro,912507,256,60833.8,3.94,2.75,58.71,256,56,3.32,4.72,6.54,15.44,60473.24,83.62,351,0,0,0,615,70,1,2,681,761,0,0,1942.020750199521,High
nestjs-fastify-mongo,typescript,nodejs,none,mongodb,micro,923330,512,61555.33,8.38,3.39,87.5,512,56,7.95,9.56,11.37,22.14,61196.15,84.62,351,0,0,0,615,70,1,2,681,761,0,0,1284.0077179808093,Very High
mixphp-workerman-pgsql,php,workerman,none,postgres,fullstack,164334,16,10955.6,1.45,0.21388,2.53,16,16,1.46,1.58,1.69,2.04,10882.85,14.4,239,0,0,0,732,143,3,0,785,937,0,0,5505.32663316583,Very Low
mixphp-workerman-pgsql,php,workerman,none,postgres,fullstack,344530,32,22968.67,1.39,0.24642,2.74,32,32,1.39,1.54,1.69,2.02,22815.24,30.18,239,0,0,0,732,143,3,0,785,937,0,0,11122.842615012107,Low
mixphp-workerman-pgsql,php,workerman,none,postgres,fullstack,623981,64,38998.81,1.34,0.30822000000000005,3.22,64,56,1.33,1.53,1.74,2.15,41320.84,54.66,239,0,0,0,732,143,3,0,785,937,0,0,17104.741228070172,Medium Low
mixphp-workerman-pgsql,php,workerman,none,postgres,fullstack,2235882,128,149058.8,0.7632899999999999,0.42219,5.32,128,56,0.699,0.97,1.26,2.25,148068.99,195.86,239,0,0,0,732,143,3,0,785,937,0,0,49005.981960419434,Medium
mixphp-workerman-pgsql,php,workerman,none,postgres,fullstack,8067275,256,537818.33,0.42456,0.21689,6.61,256,56,0.371,0.488,0.697,1.24,534254.5,706.68,239,0,0,0,732,143,3,0,785,937,0,0,152907.45405540642,High
mixphp-workerman-pgsql,php,workerman,none,postgres,fullstack,9046487,512,603099.13,0.91,0.66555,8.82,512,56,0.741,1.14,1.76,3.33,599123.23,792.49,239,0,0,0,732,143,3,0,785,937,0,0,123966.9331963001,Very High
php,php,fpm/fastcgi,nginx,mysql,platform,73658,16,4910.53,3.25,0.36342,6.62,16,16,3.27,3.51,3.7,4.01,4904.15,6.62,15,0,0,0,732,102,12,0,786,907,0,0,995.0415400202633,Very Low
php,php,fpm/fastcgi,nginx,mysql,platform,157442,32,10496.13,3.04,0.42227,7.55,32,32,3.05,3.33,3.57,3.99,10483.46,14.16,15,0,0,0,732,102,12,0,786,907,0,0,1982.2719546742208,Low
php,php,fpm/fastcgi,nginx,mysql,platform,442008,64,29467.2,1.9,0.49804000000000004,6.41,64,56,1.9,2.23,2.55,3.08,29269.97,39.53,15,0,0,0,732,102,12,0,786,907,0,0,7091.985559566789,Medium Low
